address,vicinity,name,type
"418 Broadway, Nashville","418 Broadway, Nashville",Layla's Honky Tonk,"['bar', 'point_of_interest', 'establishment']"
"418 Broadway, Nashville","418 Broadway, Nashville",Heart of Broadway,"['jewelry_store', 'point_of_interest', 'store', 'establishment']"
"418 Broadway, Nashville","418 Broadway, Nashville",Tuffcuffs Leather,"['jewelry_store', 'point_of_interest', 'store', 'establishment']"
"3820 Charlotte Ave, Nashville","3820 Charlotte Avenue, Nashville",Brooks Household Staffing,"['point_of_interest', 'establishment']"
"3820 Charlotte Ave, Nashville","3820 Charlotte Avenue Ste. 147, Nashville",Happily Grey,"['clothing_store', 'point_of_interest', 'store', 'establishment']"
"3820 Charlotte Ave, Nashville","3820 Charlotte Avenue, Nashville",Marigold Popcorn,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"3820 Charlotte Ave, Nashville","3820 Charlotte Avenue, Nashville",Feiten Photography,"['point_of_interest', 'establishment']"
"3820 Charlotte Ave, Nashville","3820 Charlotte Avenue Suite 118, Nashville",Daphne,"['home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1277 Antioch Pike, Nashville","1277 Antioch Pike, Nashville",Shell,"['gas_station', 'atm', 'car_wash', 'convenience_store', 'finance', 'food', 'point_of_interest', 'store', 'establishment']"
"1500 Church St, Nashville","1500 Church Street, Nashville",Sharp Stephan C MD,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1500 Church St, Nashville","1500 Church Street # 100, Nashville",Clinical Research Associates Inc,"['doctor', 'health', 'point_of_interest', 'establishment']"
"1500 Church St, Nashville","1500 Church Street #200, Nashville","Dr. James G. Kyser, MD","['doctor', 'health', 'point_of_interest', 'establishment']"
"5333 Hickory Hollow Ln, Antioch","5333 Hickory Hollow Lane, Antioch",Caught on Cam Studios,"['hair_care', 'point_of_interest', 'establishment']"
"5333 Hickory Hollow Ln, Antioch","5333 Hickory Hollow Lane Suite 158, Antioch",Microblading by Mimi,"['point_of_interest', 'establishment']"
"5333 Hickory Hollow Ln, Antioch","5333 Hickory Hollow Lane #148, Antioch",Shades of Beauty615,"['beauty_salon', 'point_of_interest', 'establishment']"
"5333 Hickory Hollow Ln, Antioch","5333 Hickory Hollow Lane #112, Antioch",B Silk'd Hair Studio,"['hair_care', 'point_of_interest', 'establishment']"
"5333 Hickory Hollow Ln, Antioch","5333 Hickory Hollow Lane Suite 158, Antioch",Skin International Aesthetics Wellness & Rejuvenation Center,"['spa', 'health', 'point_of_interest', 'establishment']"
"4602 Gallatin Pike, Nashville","4602 Gallatin Pike, Nashville",Value Vet Gallatin,"['veterinary_care', 'point_of_interest', 'establishment']"
"1584 Gallatin Pike N, Madison","1584 Gallatin Pike North, Madison",Pro Desk at The Home Depot,"['point_of_interest', 'store', 'establishment']"
"1584 Gallatin Pike N, Madison","1584 Gallatin Pike North, Madison",Home Services at The Home Depot,"['painter', 'electrician', 'plumber', 'general_contractor', 'point_of_interest', 'establishment']"
"1584 Gallatin Pike N, Madison","1584 Gallatin Pike North, Madison",The Home Depot,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1584 Gallatin Pike N, Madison","1584 Gallatin Pike North, Madison",Compact Power Equipment Rental,"['point_of_interest', 'establishment']"
"1584 Gallatin Pike N, Madison","1584 Gallatin Pike North, Madison",Tool & Truck Rental Center at The Home Depot,"['point_of_interest', 'establishment']"
"5504 Old Hickory Blvd, Hermitage","5504 Old Hickory Boulevard, Hermitage",Kroger Fuel Center,"['gas_station', 'point_of_interest', 'establishment']"
"2947 Brick Church Pike, Nashville","2947 Brick Church Pike, Nashville",Quad/Graphics Inc,"['point_of_interest', 'establishment']"
"2947 Brick Church Pike, Nashville","2947 Brick Church Pike, Nashville",Thortons,"['point_of_interest', 'establishment']"
"136 Rosa L Parks Blvd, Nashville","136 Rosa L Parks Boulevard, Nashville",Horton Graphic Design,"['point_of_interest', 'establishment']"
"136 Rosa L Parks Blvd, Nashville","136 Rosa L Parks Boulevard, Nashville",Red Phone Booth,"['night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"136 Rosa L Parks Blvd, Nashville","136 Rosa L Parks Boulevard, Nashville",Harbinger Film,"['point_of_interest', 'establishment']"
"402 21st Ave S, Nashville","402 21st Avenue South, Nashville",Starbucks,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"1507 21st Ave S, Nashville","1507 21st Avenue South, Nashville",MAPCO,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']"
"1906 Charlotte Ave, Nashville","1906 Charlotte Avenue, Nashville",Sonic Drive-In,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"3410 Gallatin Pike, Nashville","3410 Gallatin Pike, Nashville",Kroger,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']"
"3410 Gallatin Pike, Nashville","3410 Gallatin Pike, Nashville",MoneyGram,"['finance', 'point_of_interest', 'establishment']"
"3410 Gallatin Pike, Nashville","3410 Gallatin Pike, Nashville",KeyMe,"['locksmith', 'point_of_interest', 'establishment']"
"301 14th Ave N, Nashville","301 14th Avenue Ste. 209, Nashville",HER-bal Whole Health & Beauty Spa,"['spa', 'point_of_interest', 'establishment']"
"301 14th Ave N, Nashville","301 14th Avenue, Nashville",nashville hair and makeup salon,"['beauty_salon', 'point_of_interest', 'establishment']"
"301 14th Ave N, Nashville","301 14th Avenue, Nashville",ICRS Credit Repair Services,"['finance', 'point_of_interest', 'establishment']"
"301 14th Ave N, Nashville","301 14th Avenue, Nashville",Nashville Glamour Beauti Boutique,"['beauty_salon', 'point_of_interest', 'establishment']"
"301 14th Ave N, Nashville","301 14th Avenue Suite 203, Nashville",Salon Love,"['hair_care', 'point_of_interest', 'establishment']"
"2828 Gallatin Pike, Nashville","2828 Gallatin Pike, Nashville",LibertyX Bitcoin Cashier,"['atm', 'finance', 'point_of_interest', 'store', 'establishment']"
"2828 Gallatin Pike, Nashville","2828 Gallatin Pike, Nashville",Discount Liquor,"['liquor_store', 'point_of_interest', 'store', 'establishment']"
"2828 Gallatin Pike, Nashville","2828 Gallatin Pike, Nashville",2828 Discount Liquors,"['liquor_store', 'point_of_interest', 'store', 'establishment']"
"2828 Gallatin Pike, Nashville","2828 Gallatin Pike # A, Nashville",Real Discount Tobacco,"['point_of_interest', 'store', 'establishment']"
"2828 Gallatin Pike, Nashville","2828 Gallatin Pike, Nashville",Tennessee Wireless,"['point_of_interest', 'store', 'establishment']"
"414b Gallatin Pike S, Madison","414b Gallatin Pike South, Madison",Sir Pizza,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"414b Gallatin Pike S, Madison","414 Gallatin Road South, Madison",Subway,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"204 Largo Dr, Nashville","204 Largo Drive, Nashville",Jack in the Box,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4880 Nolensville Pike, Nashville","4880 Nolensville Pike, Nashville",Planet Fitness,"['gym', 'spa', 'health', 'point_of_interest', 'establishment']"
"2824 Gallatin Pike, Nashville","2824 Gallatin Pike, Nashville",O'Reilly Auto Parts,"['electronics_store', 'car_repair', 'point_of_interest', 'store', 'establishment']"
"590 Creative Way, Madison","590 Creative Way, Madison",Nossi College of Art,"['university', 'point_of_interest', 'establishment']"
"707 18th Ave N, Nashville","707 18th Avenue South #11, Nashville",Capricorn Sound Works,"['electronics_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"707 18th Ave N, Nashville","707 18th Avenue South, Nashville",The Sound Office,"['school', 'point_of_interest', 'establishment']"
"5306 Cane Ridge Rd, Antioch","5306 Cane Ridge Road, Antioch",Dunkin',"['bakery', 'meal_takeaway', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"401 Korean Veterans Blvd, Nashville","401 Korean Veterans Boulevard Floor 21, Nashville",Rose,"['spa', 'point_of_interest', 'establishment']"
"401 Korean Veterans Blvd, Nashville","401 Korean Veterans Boulevard, Nashville","The Joseph, a Luxury Collection Hotel, Nashville","['lodging', 'point_of_interest', 'establishment']"
"401 Korean Veterans Blvd, Nashville","401 Korean Veterans Boulevard Floor 21, Nashville",Denim,"['bar', 'point_of_interest', 'establishment']"
"4544 Harding Pike, Nashville","4544 Harding Pike, Nashville",Belle Meade Plaza Shopping Center Office Depot,"['shopping_mall', 'point_of_interest', 'establishment']"
"4544 Harding Pike, Nashville","4544 Harding Pike #210, Nashville",New Wind Energy Solutions,"['point_of_interest', 'establishment']"
"4544 Harding Pike, Nashville","4544 Harding Pike # 202, Nashville",Jewel Music Studio,"['school', 'point_of_interest', 'establishment']"
"63 E Thompson Ln, Nashville","63 East Thompson Lane #100, Nashville",Guacamayas,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"63 E Thompson Ln, Nashville","63 East Thompson Lane #102, Nashville",Traditional Karate Nashville,"['gym', 'health', 'point_of_interest', 'establishment']"
"63 E Thompson Ln, Nashville","63 East Thompson Lane #105, Nashville",No 1 Chinese Restaurant,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"2535 Powell Ave, Nashville","2535 Powell Avenue, Nashville",Garden Center at The Home Depot,"['furniture_store', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"2535 Powell Ave, Nashville","2535 Powell Avenue, Nashville",The Home Depot,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"2535 Powell Ave, Nashville","2535 Powell Avenue, Nashville",Compact Power Equipment Rental,"['point_of_interest', 'establishment']"
"2535 Powell Ave, Nashville","2535 Powell Avenue, Nashville",Tool & Truck Rental Center at The Home Depot,"['point_of_interest', 'establishment']"
"2535 Powell Ave, Nashville","2535 Powell Avenue, Nashville",Pro Desk at The Home Depot,"['point_of_interest', 'store', 'establishment']"
"2500 21st Ave S, Nashville","2500 21st Avenue South suite 102, Nashville",Tennessee Insurance Associates,"['insurance_agency', 'point_of_interest', 'establishment']"
"2500 21st Ave S, Nashville","2500 21st Avenue South, Nashville",April Blue | Real Estate Consultant,"['real_estate_agency', 'point_of_interest', 'establishment']"
"2500 21st Ave S, Nashville","2500 21st Avenue South #615, Nashville",Smith Street Nashville,"['real_estate_agency', 'point_of_interest', 'establishment']"
"2500 21st Ave S, Nashville","2500 21st Avenue South, Nashville",Living In Nashville,"['real_estate_agency', 'point_of_interest', 'establishment']"
"2500 21st Ave S, Nashville","2500 21st Avenue South, Nashville",Search All Nashville Homes,"['real_estate_agency', 'point_of_interest', 'establishment']"
"3909 Hillsboro Pike, Nashville","3909 Hillsboro Pike, Nashville",Trader Joe's,"['grocery_or_supermarket', 'florist', 'supermarket', 'liquor_store', 'food', 'health', 'point_of_interest', 'store', 'establishment']"
"3909 Hillsboro Pike, Nashville","3909 Hillsboro Pike Ste B, Nashville",Mattress Firm Green Hills,"['furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"2837 Logan St, Nashville","2837 Logan Street, Nashville",Helios Granite,"['point_of_interest', 'establishment']"
"5109 Harding Pike, Nashville","5109 Harding Pike, Nashville",Sperry's Belle Meade,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"592 12th Ave S, Nashville","592 12th Avenue South, Nashville",Sunda Nashville,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4233 Harding Pike, Nashville","4233 Harding Pike, Nashville",Harper and Olive Salon,"['beauty_salon', 'point_of_interest', 'establishment']"
"1907 Eastland Ave, Nashville","1907 Eastland Avenue, Nashville",Rosepepper Cantina,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"4124 Lebanon Pike, Hermitage","4124 Lebanon Pike, Hermitage",UPS Access Point location,"['point_of_interest', 'establishment']"
"4124 Lebanon Pike, Hermitage","4124 Lebanon Pike, Hermitage",Advance Auto Parts,"['car_repair', 'point_of_interest', 'store', 'establishment']"
"2316 West End Ave, Nashville","2316 West End Avenue, Nashville",Papa John's Pizza,"['restaurant', 'food', 'point_of_interest', 'establishment']"
"498 Hogan Rd, Nashville","498 Hogan Road, Nashville",Crieve Hall Elementary School,"['primary_school', 'school', 'point_of_interest', 'establishment']"
"1809 Division St, Nashville","1809 Division Street, Nashville",The Baked Bear,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']"
"5106 Old Hickory Blvd, Nashville","5106 Old Hickory Boulevard, Nashville",ATM (Lewis Country Store),"['atm', 'finance', 'point_of_interest', 'establishment']"
"5106 Old Hickory Blvd, Nashville","5106 Old Hickory Boulevard #4300, Nashville",Lewis Country Store,"['convenience_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
"329 Broadway, Nashville","329 Broadway, Nashville",Honky Tonk Central,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"329 Broadway, Nashville","329 Broadway, Nashville",HTDG LLC,"['point_of_interest', 'establishment']"
"625 Sgt. Paul Huff Parkway Northwest, Nan","625 Paul Huff Parkway, Cleveland",Buffalo Wild Wings,"['meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
"1703 Church St, Nashville","1703 Church Street, Nashville",Elite Bartending School® Nashville,"['point_of_interest', 'establishment']"
"1703 Church St, Nashville","1703 Church Street, Nashville",1703 Church St Parking,"['parking', 'point_of_interest', 'establishment']"
"1703 Church St, Nashville","1703 Church Street, Nashville",WKND Hang Suite,"['night_club', 'bar', 'point_of_interest', 'establishment']"
"440 McMurray Dr, Nashville","440 McMurray Drive, Nashville",Tusculum Elementary School,"['primary_school', 'school', 'point_of_interest', 'establishment']"
"1015 Joyce Ln, Nashville","1015 Joyce Lane, Nashville",The Home Depot,"['hardware_store', 'furniture_store', 'home_goods_store', 'point_of_interest', 'store', 'establishment']"
"1015 Joyce Ln, Nashville","1015 Joyce Lane, Nashville",Garden Center at The Home Depot,"['furniture_store', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment']"
"1015 Joyce Ln, Nashville","1015 Joyce Lane, Nashville",Compact Power Equipment Rental,"['point_of_interest', 'establishment']"
"1015 Joyce Ln, Nashville","1015 Joyce Lane, Nashville",Pro Desk at The Home Depot,"['point_of_interest', 'store', 'establishment']"
"1015 Joyce Ln, Nashville","1015 Joyce Lane, Nashville",Home Services at The Home Depot,"['painter', 'electrician', 'plumber', 'general_contractor', 'point_of_interest', 'establishment']"
"1033 Demonbreun St, Nashville","1033 Demonbreun Street #600, Nashville",Cushman & Wakefield,"['real_estate_agency', 'point_of_interest', 'establishment']"
"1033 Demonbreun St, Nashville","1033 Demonbreun Street, Nashville",Gulch Crossing,"['point_of_interest', 'establishment']"
"1033 Demonbreun St, Nashville","1033 Demonbreun Street Suite #300, Nashville",Nashville Luxury Estates,"['point_of_interest', 'establishment']"
"1033 Demonbreun St, Nashville","1033 Demonbreun Street #300, Nashville",Tennessee Charter School Center,"['point_of_interest', 'establishment']"
"1033 Demonbreun St, Nashville","1033 Demonbreun Street, Nashville",Synovus Bank,"['bank', 'atm', 'finance', 'point_of_interest', 'establishment']"
"116 3rd Ave S, Nashville","116 3rd Avenue South, Nashville",Consumer Justice Group,"['lawyer', 'point_of_interest', 'establishment']"
"116 3rd Ave S, Nashville","116 3rd Avenue South, Nashville",Goo Goo Shop,"['food', 'point_of_interest', 'store', 'establishment']"
"116 3rd Ave S, Nashville","116 3rd Avenue South, Nashville",Merrell William B,"['lawyer', 'point_of_interest', 'establishment']"
"116 3rd Ave S, Nashville","116 3rd Avenue South, Nashville",Street Jonathan A,"['lawyer', 'point_of_interest', 'establishment']"
